time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider
2016-03-28T22:29:28Z,30.710656,-96.467873,102.5,6,132.600006,0,4,gps
2016-03-28T22:29:30Z,30.710656,-96.467873,102.5,6,132.600006,0,4,gps
2016-03-28T22:29:31Z,30.710655,-96.467873,102.5,6,132.600006,0,8,gps
2016-03-28T22:29:32Z,30.710655,-96.467873,102.5,6,132.600006,0,8,gps
2016-03-28T22:29:33Z,30.710655,-96.467873,102.5,6,132.600006,0,10,gps
2016-03-28T22:29:34Z,30.710655,-96.467873,102.5,6,132.600006,0,10,gps
2016-03-28T22:29:35Z,30.710655,-96.467872,102.5,4,132.600006,0,10,gps
2016-03-28T22:29:36Z,30.710655,-96.467873,102.5,4,132.600006,0,10,gps
2016-03-28T22:29:37Z,30.710655,-96.467873,102.5,4,132.600006,0,10,gps
2016-03-28T22:29:38Z,30.710655,-96.467873,102.5,4,132.600006,0,10,gps
2016-03-28T22:29:39Z,30.710655,-96.467873,102.5,4,132.600006,0,10,gps
2016-03-28T22:29:40Z,30.710655,-96.467873,102.5,4,132.600006,0,11,gps
2016-03-28T22:29:41Z,30.710655,-96.467873,102.5,4,132.600006,0,11,gps
2016-03-28T22:29:42Z,30.710655,-96.467873,102.5,4,132.600006,0,12,gps
2016-03-28T22:29:43Z,30.710655,-96.467873,102.5,4,132.600006,0,12,gps
2016-03-28T22:29:44Z,30.710655,-96.467873,102.5,4,132.600006,0,13,gps
2016-03-28T22:29:45Z,30.710655,-96.467873,102.5,3,132.600006,0,13,gps
2016-03-28T22:29:46Z,30.710655,-96.467873,102.5,3,132.600006,0,13,gps
2016-03-28T22:29:47Z,30.710655,-96.467873,102.5,3,132.600006,0,13,gps
2016-03-28T22:29:48Z,30.710655,-96.467873,102.4,3,132.600006,0,13,gps
2016-03-28T22:29:49Z,30.710655,-96.467873,102.4,3,132.600006,0,13,gps
2016-03-28T22:29:50Z,30.710655,-96.467873,102.4,3,132.600006,0,13,gps
2016-03-28T22:29:51Z,30.710655,-96.467873,102.4,3,132.600006,0,13,gps
2016-03-28T22:29:52Z,30.710655,-96.467873,102.4,3,132.600006,0,13,gps
2016-03-28T22:29:53Z,30.710655,-96.467873,102.4,3,132.600006,0,13,gps
2016-03-28T22:29:54Z,30.710655,-96.467873,102.4,3,132.600006,0,13,gps
2016-03-28T22:29:55Z,30.710655,-96.467873,102.4,3,132.600006,0,13,gps
2016-03-28T22:29:56Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:29:57Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:29:58Z,30.710655,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:29:59Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:00Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:01Z,30.710655,-96.467873,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:02Z,30.710655,-96.467873,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:03Z,30.710654,-96.467873,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:04Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:05Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:06Z,30.710654,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:07Z,30.710654,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:08Z,30.710654,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:09Z,30.710654,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:10Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:11Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:12Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:13Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:14Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:15Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:16Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:17Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:18Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:19Z,30.710655,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:20Z,30.710655,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:21Z,30.710655,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:22Z,30.710655,-96.467872,102.4,3,132.600006,0,11,gps
2016-03-28T22:30:23Z,30.710655,-96.467872,102.4,3,132.600006,0,11,gps
2016-03-28T22:30:24Z,30.710655,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:25Z,30.710655,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:26Z,30.710655,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:27Z,30.710655,-96.467872,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:28Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:29Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:30Z,30.710655,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:30:31Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:32Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:33Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:34Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:35Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:36Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:37Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:38Z,30.710655,-96.467871,102.5,3,132.600006,0,12,gps
2016-03-28T22:30:40Z,30.710655,-96.467871,102.4,3,132.600006,0,11,gps
2016-03-28T22:30:41Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:42Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:43Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:44Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:45Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:46Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:47Z,30.710655,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:30:48Z,30.710655,-96.467871,102.4,3,132.600006,0,11,gps
2016-03-28T22:30:49Z,30.710655,-96.467871,102.4,3,132.600006,0,11,gps
2016-03-28T22:30:50Z,30.710655,-96.467871,102.4,3,132.600006,0,11,gps
2016-03-28T22:30:51Z,30.710655,-96.467871,102.4,3,132.600006,0,11,gps
2016-03-28T22:30:52Z,30.710655,-96.467871,102.4,3,132.600006,0,11,gps
2016-03-28T22:30:53Z,30.710655,-96.467871,102.5,3,132.600006,0,11,gps
2016-03-28T22:30:54Z,30.710655,-96.467871,102.5,3,132.600006,0,8,gps
2016-03-28T22:30:55Z,30.710655,-96.467871,102.5,3,132.600006,0,8,gps
2016-03-28T22:30:56Z,30.710655,-96.467871,102.5,3,132.600006,0,10,gps
2016-03-28T22:30:57Z,30.710655,-96.467871,102.5,3,132.600006,0,10,gps
2016-03-28T22:30:58Z,30.710654,-96.467871,102.5,3,132.600006,0,7,gps
2016-03-28T22:30:59Z,30.710654,-96.467871,102.5,3,132.600006,0,7,gps
2016-03-28T22:31:00Z,30.710654,-96.467871,102.5,4,132.600006,0,7,gps
2016-03-28T22:31:01Z,30.710654,-96.467871,102.4,3,132.600006,0,10,gps
2016-03-28T22:31:02Z,30.710654,-96.467871,102.4,3,132.600006,0,10,gps
2016-03-28T22:31:03Z,30.710654,-96.467871,102.4,3,132.600006,0,10,gps
2016-03-28T22:31:04Z,30.710654,-96.467872,102.4,3,132.600006,0,11,gps
2016-03-28T22:31:05Z,30.710654,-96.467871,102.5,3,132.600006,0,11,gps
2016-03-28T22:31:06Z,30.710654,-96.467871,102.5,3,132.600006,0,9,gps
2016-03-28T22:31:07Z,30.710654,-96.467872,102.5,3,132.600006,0,11,gps
2016-03-28T22:31:08Z,30.710654,-96.467872,102.5,3,132.600006,0,11,gps
2016-03-28T22:31:09Z,30.710654,-96.467872,102.5,3,132.600006,0,11,gps
2016-03-28T22:31:10Z,30.710654,-96.467872,102.5,3,132.600006,0,11,gps
2016-03-28T22:31:11Z,30.710654,-96.467872,102.5,3,132.600006,0,11,gps
2016-03-28T22:31:12Z,30.710654,-96.467871,102.5,3,132.600006,0,10,gps
2016-03-28T22:31:13Z,30.710654,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:31:14Z,30.710654,-96.467871,102.4,3,132.600006,0,10,gps
2016-03-28T22:31:15Z,30.710654,-96.467871,102.4,3,132.600006,0,12,gps
2016-03-28T22:31:16Z,30.710654,-96.467871,102.4,3,132.600006,0,13,gps
2016-03-28T22:31:17Z,30.710654,-96.467871,102.4,3,132.600006,0,13,gps
2016-03-28T22:31:18Z,30.710654,-96.467871,102.4,3,132.600006,0,13,gps
2016-03-28T22:31:19Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:31:20Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:31:21Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:31:22Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:31:23Z,30.710654,-96.467872,102.3,3,132.600006,0,12,gps
2016-03-28T22:31:24Z,30.710654,-96.467872,102.3,3,132.600006,0,9,gps
2016-03-28T22:31:25Z,30.710654,-96.467872,102.3,3,132.600006,0,12,gps
2016-03-28T22:31:26Z,30.710654,-96.467872,102.3,3,132.600006,0,12,gps
2016-03-28T22:31:27Z,30.710654,-96.467872,102.3,3,132.600006,0,9,gps
2016-03-28T22:31:28Z,30.710654,-96.467872,102.3,3,132.600006,0,9,gps
2016-03-28T22:31:29Z,30.710654,-96.467872,102.3,4,132.600006,0,9,gps
2016-03-28T22:31:30Z,30.710654,-96.467872,102.3,3,132.600006,0,7,gps
2016-03-28T22:31:31Z,30.710654,-96.467872,102.3,3,132.600006,0,9,gps
2016-03-28T22:31:32Z,30.710654,-96.467872,102.4,3,132.600006,0,10,gps
2016-03-28T22:31:33Z,30.710654,-96.467872,102.4,3,132.600006,0,11,gps
2016-03-28T22:31:34Z,30.710654,-96.467872,102.4,3,132.600006,0,11,gps
2016-03-28T22:31:35Z,30.710654,-96.467872,102.4,3,132.600006,0,11,gps
2016-03-28T22:31:36Z,30.710654,-96.467872,102.4,3,132.600006,0,11,gps
2016-03-28T22:31:37Z,30.710654,-96.467872,102.3,3,132.600006,0,11,gps
2016-03-28T22:31:38Z,30.710654,-96.467872,102.3,3,132.600006,0,11,gps
2016-03-28T22:31:39Z,30.710654,-96.467872,102.3,3,132.600006,0,12,gps
2016-03-28T22:31:40Z,30.710654,-96.467872,102.3,3,132.600006,0,12,gps
2016-03-28T22:31:41Z,30.710654,-96.467872,102.3,3,132.600006,0,12,gps
2016-03-28T22:31:42Z,30.710654,-96.467872,102.3,3,132.600006,0,12,gps
2016-03-28T22:31:43Z,30.710654,-96.467872,102.3,3,132.600006,0,10,gps
2016-03-28T22:31:44Z,30.710654,-96.467872,102.3,3,132.600006,0,11,gps
2016-03-28T22:31:45Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:31:46Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:31:47Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:31:48Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:31:49Z,30.710654,-96.467872,102.3,3,132.600006,0,12,gps
2016-03-28T22:31:50Z,30.710654,-96.467872,102.3,3,132.600006,0,12,gps
2016-03-28T22:31:51Z,30.710654,-96.467872,102.3,3,132.600006,0,12,gps
2016-03-28T22:31:52Z,30.710654,-96.467872,102.3,3,132.600006,0,12,gps
2016-03-28T22:31:53Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:31:54Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:31:55Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:31:56Z,30.710654,-96.467872,102.3,3,132.600006,0,11,gps
2016-03-28T22:31:57Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:31:58Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:31:59Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:00Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:01Z,30.710654,-96.467872,102.3,3,132.600006,0,10,gps
2016-03-28T22:32:02Z,30.710653,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:03Z,30.710653,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:04Z,30.710653,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:05Z,30.710653,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:06Z,30.710653,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:07Z,30.710653,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:08Z,30.710653,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:09Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:10Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:11Z,30.710654,-96.467872,102.3,3,132.600006,0,13,gps
2016-03-28T22:32:12Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:32:13Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:32:14Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:32:15Z,30.710654,-96.467872,102.4,3,132.600006,0,13,gps
2016-03-28T22:32:16Z,30.710654,-96.467872,102.4,3,132.600006,0,10,gps
2016-03-28T22:32:17Z,30.710654,-96.467872,102.4,3,132.600006,0,10,gps
2016-03-28T22:32:18Z,30.710654,-96.467872,102.3,3,132.600006,0,7,gps
2016-03-28T22:32:19Z,30.710654,-96.467872,102.3,4,132.600006,0,7,gps
2016-03-28T22:32:20Z,30.710654,-96.467872,102.3,4,132.600006,0,8,gps
2016-03-28T22:32:21Z,30.710654,-96.467872,102.3,3,132.600006,0,9,gps
2016-03-28T22:32:22Z,30.710654,-96.467872,102.3,3,132.600006,0,9,gps
2016-03-28T22:32:23Z,30.710654,-96.467872,102.3,3,132.600006,0,8,gps
2016-03-28T22:32:24Z,30.710654,-96.467873,102.3,3,132.600006,0,6,gps
2016-03-28T22:32:25Z,30.710654,-96.467873,102.3,4,132.600006,0,6,gps
2016-03-28T22:32:26Z,30.710654,-96.467873,102.4,4,132.600006,0,7,gps
2016-03-28T22:32:27Z,30.710654,-96.467873,102.3,4,132.600006,0,7,gps
2016-03-28T22:32:28Z,30.710654,-96.467873,102.3,6,132.600006,0,7,gps
2016-03-28T22:32:29Z,30.710654,-96.467873,102.3,6,132.600006,0,7,gps
2016-03-28T22:32:30Z,30.710654,-96.467873,102.3,4,132.600006,0,8,gps
2016-03-28T22:32:31Z,30.710654,-96.467873,102.3,4,132.600006,0,8,gps
2016-03-28T22:32:32Z,30.710654,-96.467873,102.3,6,132.600006,0,8,gps
2016-03-28T22:32:33Z,30.710654,-96.467873,102.3,6,132.600006,0,7,gps
2016-03-28T22:32:34Z,30.710654,-96.467873,102.3,6,132.600006,0,8,gps
2016-03-28T22:32:35Z,30.710651,-96.467881,102.3,4,248,1.286111,10,gps
2016-03-28T22:32:36Z,30.710649,-96.467897,102.1,4,248.899994,1.491889,10,gps
2016-03-28T22:32:37Z,30.710646,-96.467932,99.7,4,243.300003,1.903444,9,gps
2016-03-28T22:32:38Z,30.710638,-96.46795,99.6,6,243.300003,1.903444,9,gps
2016-03-28T22:32:39Z,30.710633,-96.46799,99.7,4,244.300003,2.469333,8,gps
2016-03-28T22:32:40Z,30.710635,-96.468023,100.5,4,269.399994,2.212111,9,gps
2016-03-28T22:32:41Z,30.710632,-96.468057,101.5,4,271.200012,2.160667,8,gps
2016-03-28T22:32:42Z,30.710632,-96.46808,101.6,6,271.200012,2.160667,8,gps
2016-03-28T22:32:43Z,30.710652,-96.468044,101.1,6,60.200001,2.469333,9,gps
2016-03-28T22:32:44Z,30.710672,-96.468012,101.2,4,64.400002,3.704,11,gps
